Timestamp,Hand,Joint,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
0.0,Right,Wrist,-0.20109066359138172,-0.055458404653973115,0.409170851430928,0.10851924129814672,0.353732068859682,-0.5308341527705763,0.9280066290033623
0.0,Right,Right_IndexProximal,-0.1634199746299031,-0.12753580295570896,0.20984312321291057,-0.34112549518176366,-0.43495161621639145,0.04337477157993763,0.22911745480454815
0.0,Right,Right_IndexIntermediate,-0.21688403439338488,-0.118421198854394,0.3071648417084516,-0.680472042212787,-0.757805036186619,0.791183182625662,0.6254262035702022
0.0,Right,Right_IndexDistal,-0.23083281606722866,-0.31621606475782027,0.32490850210656685,0.46909269451060887,-0.20275540702020323,0.6851054961582214,0.2827950324399585
0.0,Right,Right_IndexDistalEnd,0.10481586767216933,-0.34851647940157865,0.3126150427839307,-0.4084434355042584,0.7451581664378376,0.23220595270619804,-0.39702032939390086
0.0,Right,Right_MiddleProximal,0.10065743352829559,-0.21585782728719705,0.3104971495804524,0.621745008682471,0.5446265681075256,-0.808359468421151,-0.3325596536689996
0.0,Right,Right_MiddleIntermediate,0.0005580188611716275,0.0692502686609271,0.1902531125655526,-0.2677047334777872,0.022599688609997948,-0.6704776990576875,0.1925467000226183
0.0,Right,Right_MiddleDistal,-0.2950395491063238,-0.03598994653126125,0.4609387249826304,-0.21951167431873686,-0.3181461930327969,-0.3255164084895709,0.36954881767614245
0.0,Right,Right_MiddleDistalEnd,0.088900568915738,-0.05490222833075786,0.4115976478790968,0.270234619767759,0.04090375385340772,0.4305617452086169,-0.5826764744550155
0.0,Right,Right_PinkyProximal,-0.0373217273584473,-0.005765105502888113,0.39427000071513146,-0.022365617540534233,0.44584397125711284,0.7893416049946785,-0.06909860814945701
0.0,Right,Right_PinkyIntermediate,-0.047948527771495775,-0.07924407120820953,0.4539202308018984,-0.023467022210226673,-0.443003232669175,-0.7734838494866328,-0.21809386195054825
0.0,Right,Right_PinkyDistal,-0.03806271138214812,-0.1147265486115307,0.4028777259774077,-0.04332542835724029,-0.11514054576142585,0.6189964139577887,0.3287105603234769
0.0,Right,Right_PinkyDistalEnd,-0.1649146222534161,-0.26819448930775336,0.25272348977441383,-0.30604529870831687,-0.13804891875548242,0.4305017472231011,-0.7291168970638182
0.0,Right,Right_RingProximal,-0.24701349841006914,-0.09687183801674232,0.23718487019603407,0.8822868895115892,0.38902650813138095,0.050328858587087244,0.19258991084255495
0.0,Right,Right_RingIntermediate,-0.23590272959796427,0.003154260919573215,0.3194974342053518,-0.6884261321403194,0.17842970671428338,-0.6485162574519512,-0.3425853762064309
0.0,Right,Right_RingDistal,0.07645559140042524,-0.21107987506273576,0.4106910830025303,0.13166985026109157,-0.6331186918055542,0.12529143840083867,-0.6149497224622991
0.0,Right,Right_RingDistalEnd,0.12252165091245376,-0.05774946303349249,0.37130345557771494,0.7359184490630524,0.5816847232777186,0.5151267620912691,0.9412581729351496
0.0,Right,Right_ThumbProximal,-0.10085069219248849,-0.030605139797811542,0.3044742140688994,0.6835263295406087,-0.08400133910334528,-0.7032122364396989,-0.5655660677822031
0.0,Right,Right_ThumbIntermediate,-0.1982865794195693,-0.22700567241546402,0.20394858182183453,-0.4432498872609675,-0.38468236352834023,-0.5009519457939916,0.615513712469468
0.0,Right,Right_ThumbDistal,-0.1337828343678971,-0.32751735080256683,0.20776809578664895,0.5741260636947019,0.533697550211086,-0.4230461848913779,0.694379291632686
0.0,Right,Right_ThumbDistalEnd,-0.11881219038338184,0.08645415531360018,0.4528477306336219,0.8686926927715906,-0.09143520034011932,-0.24058795598288074,-0.6435041910489357
