Timestamp,Hand,Joint,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
30.09874,Left,Wrist,-0.1789613,-0.1756165,0.3015428,0.3984044,0.6383355,0.04666796,0.6569811
30.09874,Left,Left_IndexProximal,-0.1185678,-0.1071436,0.3306151,0.3684559,-0.019386,-0.2426419,0.8972122
30.09874,Left,Left_IndexIntermediate,-0.1031269,-0.08475071,0.3552027,0.5451882,-0.00459877,-0.3723189,0.7510845
30.09874,Left,Left_IndexDistal,-0.09010394,-0.08173615,0.3745253,0.6744717,-0.002336439,-0.460412,0.5771515
30.09874,Left,Left_IndexDistalEnd,-0.07710287,-0.0899502,0.3937377,0.6744717,-0.002336439,-0.460412,0.5771515
30.09874,Left,Left_MiddleProximal,-0.1367794,-0.1037476,0.3417233,0.4169271,0.04922277,-0.2435295,0.8743241
30.09874,Left,Left_MiddleIntermediate,-0.1174035,-0.08159795,0.370984,0.6024582,0.05873042,-0.3817801,0.6984551
30.09874,Left,Left_MiddleDistal,-0.1013147,-0.08206183,0.3922039,0.7172594,0.07293828,-0.462837,0.5157531
30.09874,Left,Left_MiddleDistalEnd,-0.08772609,-0.09273943,0.4079004,0.7172594,0.07293828,-0.462837,0.5157531
30.09874,Left,Left_PinkyProximal,-0.1650982,-0.1224503,0.364597,0.4292096,0.1901636,-0.191845,0.8618661
30.09874,Left,Left_PinkyIntermediate,-0.150429,-0.1058798,0.3844026,0.587487,0.2065971,-0.292543,0.7256692
30.09874,Left,Left_PinkyDistal,-0.1373253,-0.1031592,0.3987715,0.6600989,0.1961343,-0.3639754,0.6271546
30.09874,Left,Left_PinkyDistalEnd,-0.1240754,-0.1056855,0.4114605,0.6600989,0.1961343,-0.3639754,0.6271546
30.09874,Left,Left_RingProximal,-0.1515031,-0.1106604,0.3535416,0.4290361,0.1218683,-0.2064682,0.8708891
30.09874,Left,Left_RingIntermediate,-0.1340033,-0.0900538,0.3798166,0.5831448,0.1368706,-0.3365443,0.7265996
30.09874,Left,Left_RingDistal,-0.1173382,-0.08765516,0.3992202,0.6862358,0.1270122,-0.4190491,0.5808156
30.09874,Left,Left_RingDistalEnd,-0.1034834,-0.09379655,0.4136954,0.6862358,0.1270122,-0.4190491,0.5808156
30.09874,Left,Left_ThumbProximal,-0.1344472,-0.1602494,0.3090177,-0.3105067,-0.4087934,-0.6949961,0.5034427
30.09874,Left,Left_ThumbIntermediate,-0.1046692,-0.1613983,0.3190136,-0.1191826,-0.6278333,-0.5874796,0.4964767
30.09874,Left,Left_ThumbDistal,-0.07859758,-0.1565723,0.3380997,-0.07125179,-0.652055,-0.6063959,0.4494796
30.09874,Left,Left_ThumbDistalEnd,-0.05980198,-0.1490778,0.3595085,-0.07125179,-0.652055,-0.6063959,0.4494796
