Timestamp,Hand,Joint,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
0.0,Right,Wrist,0.023536634210033158,0.10337378378886725,0.18701653621359718,-0.34511006898543906,0.7365862596814304,-0.1914836033491658,0.19908543003823087
0.0,Right,Right_IndexProximal,-0.01595689007010742,-0.3545241541317321,0.3293900256151619,0.7802537773680625,0.2792655934920595,-0.2669594933901692,0.1432506441548983
0.0,Right,Right_IndexIntermediate,-0.06792524988001514,-0.12091059670000298,0.3577673210343812,0.273429089845715,0.7757314749800234,-0.2438029002404727,0.8527426325228883
0.0,Right,Right_IndexDistal,0.12560615979716017,-0.08378496145982645,0.23086799402676556,-0.3670264886177911,0.47700251043464215,0.8614457283606892,0.6457969099582265
0.0,Right,Right_IndexDistalEnd,0.11160639321782945,0.0687551689952049,0.434930868671146,0.7687338742369989,-0.7031405684130818,-0.1954839219500628,0.7684723216970099
0.0,Right,Right_MiddleProximal,-0.06747803796617585,-0.18319949213510772,0.3999914122171504,0.05467105024714969,0.6704689144253674,-0.0050111399677048585,0.6368621361365193
0.0,Right,Right_MiddleIntermediate,0.12226821017734668,-0.1883103656265769,0.4354900149258279,0.7594708821485208,-0.680315539786801,0.38134272028094707,0.31608514341192706
0.0,Right,Right_MiddleDistal,-0.29064237743276516,0.07133448934585651,0.3925558028702565,-0.0791892693138142,0.6621604861143883,0.19451695319095064,-0.6862462287690334
0.0,Right,Right_MiddleDistalEnd,0.019538051020165204,-0.049675308673331364,0.4399084872515609,-0.1996494563954565,-0.8212853300693678,0.6796741174423148,-0.6829278312876286
0.0,Right,Right_PinkyProximal,0.026547621907768326,-0.03328572117730899,0.285466762801106,-0.2605387896444586,-0.4971126592473308,0.26039431602173757,-0.6889920047667094
0.0,Right,Right_PinkyIntermediate,-0.13931585209324224,-0.05565823280840043,0.1959381078397925,-0.2644963036090784,-0.6385138626310494,0.17005520019110776,0.536308037971058
0.0,Right,Right_PinkyDistal,0.12471972860801178,0.0036483627362862703,0.36060152441546944,0.5569795164209357,0.7400326780683476,-0.16048397449197693,-0.6342930959975048
0.0,Right,Right_PinkyDistalEnd,-0.14471127950771953,-0.08268714886762218,0.2696943753110217,0.01986224398702785,0.14282504071308788,-0.1579624707880506,0.9362789656265297
0.0,Right,Right_RingProximal,-0.26765957601666074,-0.31098094499984874,0.34083838544996714,-0.14124868035937077,0.1104417623542634,0.5281811634275156,-0.04776274202008146
0.0,Right,Right_RingIntermediate,-0.113343858011029,0.05676917150449584,0.39262759693337823,-0.33089752562473057,0.6651671393449595,0.27292967845210303,0.8769976991505645
0.0,Right,Right_RingDistal,0.012312962643550862,-0.0040941522441300116,0.4614884205748007,0.9427132158306992,-0.46938621322590446,0.553397328517731,-0.37805073204749096
0.0,Right,Right_RingDistalEnd,-0.022057284126477117,0.010578934783696592,0.33301997962866503,-0.008758955267424429,0.28024473487770163,0.066575808399162,0.04660770030791961
0.0,Right,Right_ThumbProximal,-0.012125271118754666,0.10067188685262457,0.44717967205331377,0.7263458840212365,-0.027198850874995073,0.29259810768725425,-0.12600734874584096
0.0,Right,Right_ThumbIntermediate,-0.21501457565024795,-0.14285726711749455,0.44550845677969514,0.04260212015853826,0.2613868946622978,0.6234848343482388,0.870885909618437
0.0,Right,Right_ThumbDistal,0.03711880399690842,-0.10489959774315288,0.35121514139642585,-0.28035166743854095,-0.7683824898503123,0.6017534696484111,-0.31230145451811414
0.0,Right,Right_ThumbDistalEnd,0.024488341766366217,-0.06511523543817876,0.37918034875249224,-0.6724756214295649,0.47215183619547296,-0.21960001609281243,0.9036582849914571
